250.5	-0	-0	-0	-0	-0	-0
251	-0	-0	-0	-0	-0	-0
251.5	-0	-0	-0	-0	-0	-0
252	-0	-0	-0	-0	-0	-0
252.5	-0	-0	-0	-0	-0	-0
253	-0	-0	-0	-0	-0	-0
253.5	-0	-0	-0	-0	-0	-0
254	-0	-0	-0	-0	-0	-0
254.5	-0	-0	-0	-0	-0	-0
255	-0	-0	-0	-0	-0	-0
255.5	-0	-0	-0	-0	-0	-0
256	-0	-0	-0	-0	-0	-0
256.5	-0	-0	-0	-0	-0	-0
257	-0	-0	-0	-0	-0	-0
257.5	-0	-0	-0	-0	-0	-0
258	-0	-0	-0	-0	-0	-0
258.5	-0	-0	-0	-0	-0	-0
259	-0	-0	-0	-0	-0	-0
259.5	-0	-0	-0	-0	-0	-0
260	-0	-0	-0	-0	-0	-0
260.5	-0	-0	0	-0	-0	-0
261	-0	-0	0	0	-0	-0
261.5	-0	-0	0	0	-0	-0
262	-0	-0	0	0	-0	-0
262.5	-0	-0	0	0	-0	-0
263	-0	-0	0	-0	-0	-0
263.5	-0	-0	-0	-0	-0	-0
264	-0	-0	-0	-0	-0	-0
264.5	-0	-0	-0	-0	-0	-0
265	-0	-0	-0	-0	-0	-0
265.5	-0	-0	-0	-0	-0	-0
266	-0	-0	-0	-0	-0	-0
266.5	-0	-0	-0	-0	-0	-0
267	-0	-0	-0	-0	-0	-0
267.5	-0	-0	-0	-0	-0	-0
268	-0	-0	-0	-0	-0	-0
268.5	-0	-0	-0	-0	-0	-0
269	-0	0	-0	-0	-0	-0
269.5	-0	0	-0	-0	-0	-0
270	0	0	-0	-0	-0	-0
270.5	0	0	-0	0	-0	-0
271	0	0	0	0	-0	-0
271.5	0	0	0	0	-0	-0
272	0	0	0	0	-0	-0
272.5	0	0	0	0	-0	-0
273	0	0	0	0	-0	-0
273.5	0	0	0	0	-0	-0
274	0	0	0	0	-0	-0
274.5	0	0	0	0	-0	-0
275	0	0	0	0	-0	-0
275.5	0	0	0	0	-0	-0
276	0	0	0	0	-0	-0
276.5	0	0	0	0	-0	-0
277	0	0	0	0	-0	-0
277.5	0	0	0	0	-0	-0
278	0	0	0	0	0	0
278.5	0	0	0	0	0	0
279	0	0	0	0	0	0
279.5	0	0	0	0	0	0
280	0	0	0	0	0	0
280.5	0	0	0	0	0	0
281	0	0	0	0	0	0
281.5	0	0	0	0	0	0
282	0	0	0	0	0	0
282.5	0	0	0	0	0	0
283	0	0	0	0	0	0
283.5	0	0	0	0	0	0
284	0	0	0	0	0	0
284.5	0	0	0	0	0	0
285	0	0	0	0	0	0
285.5	0	0	0	0	0	0
286	0	0	0	0	0	0
286.5	0	0	0	0	0	0
287	0	0	0	0	0	0
287.5	0	0	0	0	0	0
288	0	0	0	0	0	0
288.5	0	0	0	0	0	0
289	0	0	0	0	0	0
289.5	0	0	0	0	0	0
290	0	0	0	0	0	0
290.5	0	0	0	0	0	0
291	0	0	0	0	0	0
291.5	0	0	0	0	0	0
292	0	0	0	0	0	0
292.5	0	0	0	0	0	0
293	0	0	0	0	0	0
293.5	0	0	0	0	0	0
294	0	0	0	0	0	0
294.5	0	0	0	0	0	0
295	0	0	0	0	0	0
295.5	0	0	0	0	0	0
296	0	0	0	0	0	0
296.5	0	0	0	0	0	0
297	0	0	0	0	0	0
297.5	0	0	0	0	0	0
298	0	0	0	0	0	0
298.5	0	0	0	0	0	0
299	0	0	0	0	0	0
299.5	0	0	0	0	0	0
300	0	0	0	0	0	0
300.5	0	0	0	0	0	0
301	0	0	0	0	0	0
301.5	0	0	0	0	0	0
302	0	0	0	0	0	0
302.5	0	0	0	0	0	0
303	0	0	0	0	0	0
303.5	0	0	0	0	0	0
304	0	0	0	0	0	0
304.5	0	0	0	0	0	0
305	0	0	0	0	0	0
305.5	0	0	0	0	0	0
306	0	0	0	0	0	0
306.5	0	0	0	0	0	0
307	0	0	0	0	0	0
307.5	0	0	0	0	0	0
308	0	0	0	0	0	0
308.5	0	0	0	0	0	0
309	0	0	0	0	0	0
309.5	0	0	0	0	0	0
310	0	0	0	0	0	0
310.5	0	0	0	0	0	0
311	0	0	0	0	0	0
311.5	0	0	0	0	0	0
312	0	0	0	0	0	0
312.5	0	0	0	0	0	0
313	0	0	0	0	0	0
313.5	0	0	0	0	0	0
314	0	0	0	0	0	0
314.5	0	0	0	0	0	0
315	0	0	0	0	0	0
315.5	0	0	0	0	0	0
316	0	0	0	0	0	0
316.5	0	0	0	0	0	0
317	0	0	0	0	0	0
317.5	0	0	0	0	0	0
318	0	0	0	0	0	0
318.5	0	0	0	0	0	0
319	0	0	0	0	0	0
319.5	0	0	0	0	0	0
320	0	0	0	0	0	0
320.5	0	0	0	0	0	0
321	0	0	0	0	0	0
321.5	0	0	0	0	0	0
322	0	0	0	0	0	0
322.5	0	0	0	0	0	0
323	0	0	0	0	0	0
323.5	0	0	0	0	0	0
324	0	0	0	0	0	0
324.5	0	0	0	0	0	0
325	0	0	0	0	0	0
325.5	0	0	0	0	0	0
326	0	0	0	0	0	0
326.5	0	0	0	0	0	0
327	0	0	0	0	0	0
327.5	0	0	0	0	0	0
328	0	0	0	0	0	0
328.5	0	0	0	0	0	0
329	0	0	0	0	0	0
329.5	0	0	0	0	0	0
330	0	0	0	0	0	0
330.5	0	0	0	0	0	0
331	0	0	0	0	0	0
331.5	0	0	0	0	0	0
332	0	0	0	0	0	0
332.5	0	0	0	0	0	0
333	0	0	0	0	0	0
333.5	0	0	0	0	0	0
334	0	0	0	0	0	0
334.5	0	0	0	0	0	0
335	0	0	0	0	0	0
335.5	0	0	0	0	0	0
336	0	0	0	0	0	0
336.5	0	0	0	0	0	0
337	0	0	0	0	0	0
337.5	0	0	0	0	0	0
338	0	0	0	0	0	0
338.5	0	0	0	0	0	0
339	0	0	0	0	0	0
339.5	0	0	0	0	0	0
340	0	0	0	0	0	0
340.5	0	0	0	0	0	0
341	0	0	0	0	0	0
341.5	0	0	0	0	0	0
342	0	0	0	0	0	0
342.5	0	0	0	0	0	0
343	0	0	0	0	0	0
343.5	0	0	0	0	0	0
344	0	0	0	0	0	0
344.5	0	0	0	0	0	0
345	0	0	0	0	0	0
345.5	0	0	0	0	0	0
346	0	0	0	0	0	0
346.5	0	0	0	0	0	0
347	0	0	0	0	0	0
347.5	0	0	0	0	0	0
348	0	0	0	0	0	0
348.5	0	0	0	0	0	0
349	0	0	0	0	0	0
349.5	0	0	0	0	0	0
350	0	0	0	0	0	0
350.5	0	0	0	0	0	0
351	0	0	0	0	0	0
351.5	0	0	0	0	0	0
352	0	0	0	0	0	0
352.5	0	0	0	0	0	0
353	0	0	0	0	0	0
353.5	0	0	0	0	0	0
354	0	0	0	0	0	0
354.5	0	0	0	0	0	0
355	0	0	0	0	0	0
355.5	0	0	0	0	0	0
356	0	0	0	0	0	0
356.5	0	0	0	0	0	0
357	0	0	0	0	0	0
357.5	0	0	0	0	0	0
358	0	0	0	0	0	0
358.5	0	0	0	0	0	0
359	0	0	0	0	0	0
359.5	0	0	0	0	0	0
360	0	0	0	0	0	0
360.5	0	0	0	0	0	0
361	0	0	0	0	0	0
361.5	0	0	0	0	0	0
362	0	0	0	0	0	0
362.5	0	0	0	0	0	0
363	0	0	0	0	0	0
363.5	0	0	0	0	0	0
364	0	0	0	0	0	0
364.5	0	0	0	0	0	0
365	0	0	0	0	0	0
365.5	0	0	0	0	0	0
366	0	0	0	0	0	0
366.5	0	0	0	0	0	0
367	0	0	0	0	0	0
367.5	0	0	0	0	0	0
368	0	0	0	0	0	0
368.5	0	0	0	0	0	0
369	0	0	0	0	0	0
369.5	0	0	0	0	0	0
370	0	0	0	0	0	0
370.5	0	0	0	0	0	0
371	0	0	0	0	0	0
371.5	0	0	0	0	0	0
372	0	0	0	0	0	0
372.5	0	0	0	0	0	0
373	0	0	0	0	0	0
373.5	0	0	0	0	0	0
374	0	0	0	0	0	0
374.5	0	0	0	0	0	0
375	0	0	0	0	0	0
375.5	0	0	0	0	0	0
376	0	0	0	0	0	0
376.5	0	0	0	0	0	0
377	0	0	0	0	0	0
377.5	0	0	0	0	0	0
378	0	0	0	0	0	0
378.5	0	0	0	0	0	0
379	0	0	0	0	0	0
379.5	0	0	0	0	0	0
380	0	0	0	0	0	0
380.5	0	0	0	0	0	0
381	1.81032123963722e-06	1.81032123963722e-06	1.81032123963722e-06	1.81032123963722e-06	1.81032092935589e-06	1.70445544863163e-06
381.5	1.93423980367188e-06	1.93423980367188e-06	1.93423980367188e-06	1.93423980367188e-06	1.93423950547004e-06	1.82267933858025e-06
382	1.64009435080346e-06	1.64009435080346e-06	1.64009435080346e-06	1.64009435080346e-06	1.64009411482691e-06	1.54679710297196e-06
382.5	1.84738943722403e-06	1.84738943722403e-06	1.84738943722403e-06	1.84738943722403e-06	1.8473891714219e-06	1.74230014764654e-06
383	1.86736621084628e-06	1.86736621084628e-06	1.86736621084628e-06	1.86736621084628e-06	1.86736593144429e-06	1.75866622283725e-06
383.5	1.86104442968843e-06	1.86104442968843e-06	1.86104442968843e-06	1.86104442968843e-06	1.86104412716659e-06	1.75069839243535e-06
384	1.85884036311288e-06	1.85884036311288e-06	1.85884036311288e-06	1.85884036311288e-06	1.85884001297258e-06	1.74448880296821e-06
384.5	1.85490465877037e-06	1.85490465877037e-06	1.85490465877037e-06	1.85490465877037e-06	1.85490424159219e-06	1.73569221467179e-06
385	1.93194290893616e-06	1.93194290893616e-06	1.93194290893616e-06	1.93194290893616e-06	1.93194237191143e-06	1.80162794493719e-06
385.5	1.87063744978627e-06	1.87063744978627e-06	1.87063744978627e-06	1.87063744978627e-06	1.87063678605906e-06	1.73698109125711e-06
386	1.78355417718266e-06	1.78355417718266e-06	1.78355417718266e-06	1.78355417718266e-06	1.78355334295169e-06	1.6473199269345e-06
386.5	1.9883093542152e-06	1.9883093542152e-06	1.9883093542152e-06	1.9883093542152e-06	1.98830813105327e-06	1.82891095496492e-06
387	1.86020460747577e-06	1.86020460747577e-06	1.86020460747577e-06	1.86020460747577e-06	1.86020309892227e-06	1.70223966425167e-06
387.5	1.97108476060474e-06	1.97108476060474e-06	1.97108476060474e-06	1.97108476060474e-06	1.97108264368058e-06	1.79378616308928e-06
388	1.92816555471755e-06	1.92816555471755e-06	1.92816555471755e-06	1.92816555471755e-06	1.92816279957343e-06	1.74275078750026e-06
388.5	2.1250656147643e-06	2.1250656147643e-06	2.1250656147643e-06	2.1250656147643e-06	2.125061639442e-06	1.90810927560606e-06
389	1.97833519859548e-06	1.97833519859548e-06	1.97833519859548e-06	1.97833519859548e-06	1.97833039794731e-06	1.76389812192417e-06
389.5	1.6451242138213e-06	1.6451242138213e-06	1.6451242138213e-06	1.6451242138213e-06	1.64511917651111e-06	1.45710653161986e-06
390	1.92373351916759e-06	1.92373351916759e-06	1.92373351916759e-06	1.92373351916759e-06	1.92372623894074e-06	1.69244987998993e-06
390.5	2.06752802268575e-06	2.06752802268575e-06	2.06752802268575e-06	2.06752802268575e-06	2.06751859399472e-06	1.80903346462664e-06
391	1.98114084032169e-06	1.98114084032169e-06	1.98114084032169e-06	1.98114084032169e-06	1.98113027420626e-06	1.72592046038316e-06
